0,1,1.0,1.0
1,2,0.8,0.8
2,3,1.0,1.0
3,4,0.6400000000000001,0.6400000000000001
4,5,1.0,1.0
5,6,0.8,0.8
6,7,1.0,1.0
7,8,0.5120000000000001,0.5120000000000001
8,9,1.0,1.0
9,10,0.8,0.8
10,11,1.0,1.0
11,12,0.6400000000000001,0.6400000000000001
12,13,1.0,1.0
13,14,0.8,0.8
14,15,1.0,1.0
15,16,0.4096000000000001,0.4096000000000001
16,17,1.0,1.0
17,18,0.8,0.8
18,19,1.0,1.0
19,20,0.6400000000000001,0.6400000000000001
20,21,1.0,1.0
21,22,0.8,0.8
22,23,1.0,1.0
23,24,0.5120000000000001,0.5120000000000001
24,25,1.0,1.0
25,26,0.8,0.8
26,27,1.0,1.0
27,28,0.6400000000000001,0.6400000000000001
28,29,1.0,1.0
29,30,0.8,0.8
30,31,1.0,1.0
31,32,0.3276800000000001,0.3276800000000001
32,33,1.0,1.0
33,34,0.8,0.8
34,35,1.0,1.0
35,36,0.6400000000000001,0.6400000000000001
36,37,1.0,1.0
37,38,0.8,0.8
38,39,1.0,1.0
39,40,0.5120000000000001,0.5120000000000001
40,41,1.0,1.0
41,42,0.8,0.8
42,43,1.0,1.0
43,44,0.6400000000000001,0.6400000000000001
44,45,1.0,1.0
45,46,0.8,0.8
46,47,1.0,1.0
47,48,0.4096000000000001,0.4096000000000001
48,49,1.0,1.0
49,50,0.8,0.8
50,51,1.0,1.0
51,52,0.6400000000000001,0.6400000000000001
52,53,1.0,1.0
53,54,0.8,0.8
54,55,1.0,1.0
55,56,0.5120000000000001,0.5120000000000001
56,57,1.0,1.0
57,58,0.8,0.8
58,59,1.0,1.0
59,60,0.6400000000000001,0.6400000000000001
60,61,1.0,1.0
61,62,0.8,0.8
62,63,1.0,1.0
63,64,0.2621440000000001,0.2621440000000001
64,65,1.0,1.0
65,66,0.8,0.8
66,67,1.0,1.0
67,68,0.6400000000000001,0.6400000000000001
68,69,1.0,1.0
69,70,0.8,0.8
70,71,1.0,1.0
71,72,0.5120000000000001,0.5120000000000001
72,73,1.0,1.0
73,74,0.8,0.8
74,75,1.0,1.0
75,76,0.6400000000000001,0.6400000000000001
76,77,1.0,1.0
77,78,0.8,0.8
78,79,1.0,1.0
79,80,0.4096000000000001,0.4096000000000001
80,81,1.0,1.0
81,82,0.8,0.8
82,83,1.0,1.0
83,84,0.6400000000000001,0.6400000000000001
84,85,1.0,1.0
85,86,0.8,0.8
86,87,1.0,1.0
87,88,0.5120000000000001,0.5120000000000001
88,89,1.0,1.0
89,90,0.8,0.8
90,91,1.0,1.0
91,92,0.6400000000000001,0.6400000000000001
92,93,1.0,1.0
93,94,0.8,0.8
94,95,1.0,1.0
95,96,0.3276800000000001,0.3276800000000001
96,97,1.0,1.0
97,98,0.8,0.8
98,99,1.0,1.0
99,100,0.6400000000000001,0.6400000000000001
100,101,1.0,1.0
101,102,0.8,0.8
102,103,1.0,1.0
103,104,0.5120000000000001,0.5120000000000001
104,105,1.0,1.0
105,106,0.8,0.8
106,107,1.0,1.0
107,108,0.6400000000000001,0.6400000000000001
108,109,1.0,1.0
109,110,0.8,0.8
110,111,1.0,1.0
111,112,0.4096000000000001,0.4096000000000001
112,113,1.0,1.0
113,114,0.8,0.8
114,115,1.0,1.0
115,116,0.6400000000000001,0.6400000000000001
116,117,1.0,1.0
117,118,0.8,0.8
118,119,1.0,1.0
119,120,0.5120000000000001,0.5120000000000001
120,121,1.0,1.0
121,122,0.8,0.8
122,123,1.0,1.0
123,124,0.6400000000000001,0.6400000000000001
124,125,1.0,1.0
125,126,0.8,0.8
126,127,1.0,1.0
127,128,0.20971520000000007,0.20971520000000007
128,129,1.0,1.0
129,130,0.8,0.8
130,131,1.0,1.0
131,132,0.6400000000000001,0.6400000000000001
132,133,1.0,1.0
133,134,0.8,0.8
134,135,1.0,1.0
135,136,0.5120000000000001,0.5120000000000001
136,137,1.0,1.0
137,138,0.8,0.8
138,139,1.0,1.0
139,140,0.6400000000000001,0.6400000000000001
140,141,1.0,1.0
141,142,0.8,0.8
142,143,1.0,1.0
143,144,0.4096000000000001,0.4096000000000001
144,145,1.0,1.0
145,146,0.8,0.8
146,147,1.0,1.0
147,148,0.6400000000000001,0.6400000000000001
148,149,1.0,1.0
149,150,0.8,0.8
150,151,1.0,1.0
151,152,0.5120000000000001,0.5120000000000001
152,153,1.0,1.0
153,154,0.8,0.8
154,155,1.0,1.0
155,156,0.6400000000000001,0.6400000000000001
156,157,1.0,1.0
157,158,0.8,0.8
158,159,1.0,1.0
159,160,0.3276800000000001,0.3276800000000001
160,161,1.0,1.0
161,162,0.8,0.8
162,163,1.0,1.0
163,164,0.6400000000000001,0.6400000000000001
164,165,1.0,1.0
165,166,0.8,0.8
166,167,1.0,1.0
167,168,0.5120000000000001,0.5120000000000001
168,169,1.0,1.0
169,170,0.8,0.8
170,171,1.0,1.0
171,172,0.6400000000000001,0.6400000000000001
172,173,1.0,1.0
173,174,0.8,0.8
174,175,1.0,1.0
175,176,0.4096000000000001,0.4096000000000001
176,177,1.0,1.0
177,178,0.8,0.8
178,179,1.0,1.0
179,180,0.6400000000000001,0.6400000000000001
180,181,1.0,1.0
181,182,0.8,0.8
182,183,1.0,1.0
183,184,0.5120000000000001,0.5120000000000001
184,185,1.0,1.0
185,186,0.8,0.8
186,187,1.0,1.0
187,188,0.6400000000000001,0.6400000000000001
188,189,1.0,1.0
189,190,0.8,0.8
190,191,1.0,1.0
191,192,0.2621440000000001,0.2621440000000001
192,193,1.0,1.0
