site,Sx,Sy,Sz
115,9.142686607788164e-14,0j,8.586881206085195e-14
116,-9.049358484780612e-14,0j,-8.856804178947186e-14
117,9.25370891025068e-14,0j,8.209231905365044e-14
118,-6.710170613599686e-14,0j,-8.914841521240335e-14
119,6.65899627105837e-14,0j,8.029048346319678e-14
120,-1.008915173628111e-14,0j,-4.3411780246971343e-14
121,1.2029006263292175e-14,0j,3.588980241470141e-14
122,4.9509008004378074e-15,0j,-1.9083692959220855e-14
123,-8.344019919448442e-16,0j,9.639858356003117e-15
124,2.6874336089832696e-14,0j,3.2225958013221145e-14
125,-2.0039525594484076e-14,0j,-4.28355267922953e-14
126,5.614952947041729e-14,0j,5.106678968580525e-14
127,-5.104944245104548e-14,0j,-5.109107581446892e-14
128,1.3980483437592284e-13,0j,6.637659172303856e-14
129,-1.3864603909397033e-13,0j,-7.201444301996318e-14
130,1.7228579674011257e-13,0j,7.544312397023134e-14
131,-1.748115541211348e-13,0j,-8.264569584248704e-14
132,2.056271819483868e-13,0j,6.756054049539273e-14
133,-2.016858902109675e-13,0j,-7.106468191686588e-14
134,1.6948465200727902e-13,0j,6.442676253604063e-14
135,-1.5786005315432394e-13,0j,-6.006393299395896e-14
136,1.2047654540658925e-13,0j,6.236157423789024e-14
137,-1.0812704898111036e-13,0j,-5.816701287297832e-14
138,3.5403971421210656e-14,0j,7.28583859910259e-15
139,-2.7575164374127326e-14,0j,-9.374445664178666e-15
140,5.118475088217167e-14,0j,2.135791543622645e-14
141,-4.523551672130921e-14,0j,-2.1725676813133532e-14
142,7.847889005319075e-14,0j,-1.2774503677093207e-14
143,-7.518985434273873e-14,0j,1.6150275561344074e-14
144,4.053528346315005e-14,0j,4.1043557441611256e-15
145,-3.201171966393801e-14,0j,-8.579942312181288e-15
146,1.1863773852205384e-14,0j,-2.854487479719836e-14
147,-7.068998164605489e-15,0j,2.60139132457482e-14
148,-1.3896869766050202e-14,0j,-2.0388205013155414e-14
149,2.0337898032352086e-14,0j,1.206153232846674e-14
150,-5.57149812396851e-15,0j,-2.56175289314875e-14
151,1.558583991034812e-14,0j,2.255227254943648e-14
152,-9.495008945759054e-15,0j,-2.416350539796719e-14
153,1.0005017647696235e-14,0j,1.1542524748497929e-14
154,-1.6410484082740595e-15,0j,-1.7062740109707875e-14
155,7.539108226595204e-15,0j,1.4863110742169283e-14
156,-6.04273575621761e-14,0j,-7.18713283331951e-14
157,6.195391422103569e-14,0j,6.977925182116707e-14
158,-9.813330703600798e-14,0j,-1.0912278025632105e-13
159,1.0258807692231642e-13,0j,1.1577371006321613e-13
160,-3.9246383920499284e-14,0j,-1.0195316813010891e-13
161,3.097348766356589e-14,0j,9.911516052341085e-14
162,3.372302437298913e-14,0j,-8.650372085305946e-14
163,-3.8316572137375715e-14,0j,9.313036453129087e-14
164,5.401928904191777e-14,0j,-1.5349180260137985e-13
165,-5.943162628696541e-14,0j,1.6594017826498941e-13
166,6.537527680663957e-14,0j,-1.8215641397600207e-13
167,-6.461140216601491e-14,0j,1.9583506094978526e-13
168,6.076042446956365e-14,0j,-1.7449236500155507e-13
169,-6.039613253960852e-14,0j,1.8496575798776504e-13
170,5.723199691942682e-14,0j,-1.9142673557404066e-13
171,-5.6767091027865035e-14,0j,1.9909594806133413e-13
172,6.326536516887415e-14,0j,-1.8793300249342337e-13
173,-6.660991203055744e-14,0j,1.9154122732345513e-13
174,7.027364801182046e-14,0j,-1.6822480908285087e-13
175,-7.592017292612496e-14,0j,1.7095352911056239e-13
176,8.49823683646278e-14,0j,-1.5904985661840954e-13
177,-9.400813461013513e-14,0j,1.6382034617734575e-13
178,8.276018759190151e-14,0j,-1.1514400544143655e-13
179,-8.879355584134885e-14,0j,1.227837276296384e-13
180,9.206871376399306e-14,0j,-1.0969567268426239e-13
181,-1.0465326522046681e-13,0j,1.2130877899418913e-13
182,9.869188799527251e-14,0j,-1.313341796427281e-13
183,-1.100838170620122e-13,0j,1.417217038168772e-13
184,7.358176568050823e-14,0j,-1.1264773835950592e-13
185,-8.582717869742851e-14,0j,1.2519672798472214e-13
186,7.275083313551534e-14,0j,-1.363076318483536e-13
187,-8.4144496925731e-14,0j,1.5578597439835917e-13
188,9.372537468355091e-14,0j,-1.7279060127162182e-13
189,-1.0830052132870804e-13,0j,1.9762837200065775e-13
190,9.451814331207231e-14,0j,-2.035403096067867e-13
191,-1.128437621122913e-13,0j,2.2830001777940367e-13
192,1.1509369846063322e-13,0j,-2.2404647581630854e-13
193,-1.3681243637986285e-13,0j,2.4316312852157296e-13
194,1.6535384173010925e-13,0j,-2.1855434129136597e-13
195,-1.846543751238272e-13,0j,2.3489890588201945e-13
196,2.0713292192553467e-13,0j,-1.856041362269245e-13
197,-2.26668293509813e-13,0j,2.0067020961578308e-13
198,2.048127292764157e-13,0j,-1.6017655951605647e-13
199,-2.2498235913159803e-13,0j,1.7312627026422334e-13
200,1.7391730416926876e-13,0j,-1.5773927303230906e-13
201,-1.909982588754744e-13,0j,1.745799685370919e-13
202,1.373397923165598e-13,0j,-1.622079207064253e-13
203,-1.5502963496283328e-13,0j,1.7612213770723528e-13
204,8.26040624790636e-14,0j,-1.406535478365445e-13
205,-9.27539295370039e-14,0j,1.4886312668660473e-13
206,5.539145531141543e-14,0j,-1.185362571987092e-13
207,-6.432007704226805e-14,0j,1.283782108396636e-13
208,8.355035413520895e-14,0j,-1.522384648899866e-13
209,-9.730063976753911e-14,0j,1.6988407208762268e-13
210,6.638439797868045e-14,0j,-1.935105721495578e-13
211,-6.96873114769403e-14,0j,2.209391523899651e-13
212,4.45407599691805e-14,0j,-2.011628710829605e-13
213,-5.037983918931843e-14,0j,2.2786850531475444e-13
214,4.202551934923138e-14,0j,-1.9309147379978353e-13
215,-4.599597612509054e-14,0j,2.0711703836370776e-13
216,6.34492458573277e-14,0j,-1.648646497098838e-13
217,-7.256348300010984e-14,0j,1.72851316593281e-13
218,6.132594432273208e-14,0j,-1.0226541835578473e-13
219,-6.425415755018093e-14,0j,1.069422328470182e-13
220,2.607289384393141e-14,0j,-5.572625694227895e-14
221,-2.155914335943976e-14,0j,5.335315522714268e-14
222,-1.2366843660238658e-14,0j,-1.563679741245494e-14
223,1.707141372708776e-14,0j,8.854895983123612e-15
224,-5.397765567849433e-14,0j,3.6290415117434804e-14
225,7.328165851916424e-14,0j,-5.147271497918382e-14
226,-9.168360515232621e-14,0j,4.0294156899989275e-14
227,1.059699203387332e-13,0j,-4.8672871288957253e-14
228,-1.1374321623458528e-13,0j,3.829922490261595e-14
229,1.3391870078149903e-13,0j,-4.3978709562964013e-14
230,-1.1172833491723821e-13,0j,5.255518242819335e-14
231,1.2249532985175726e-13,0j,-6.16243167606001e-14
232,-1.0870904870730058e-13,0j,5.5722787495327e-14
233,1.3092305017892159e-13,0j,-6.790054629668418e-14
234,-1.0188985072323575e-13,0j,4.304109152419855e-14
235,1.1680153372273239e-13,0j,-5.802563290968621e-14
236,-7.13994835477294e-14,0j,6.056266599330229e-14
237,8.324937961212697e-14,0j,-7.523842660006608e-14
238,-6.939761265645217e-14,0j,4.835021272242557e-14
239,8.36882646515491e-14,0j,-6.322720125240266e-14
240,-7.014007430417024e-14,0j,5.613044751218155e-14
241,8.769460851931754e-14,0j,-6.860310930445479e-14
242,-6.627771248490788e-14,0j,6.020531295725107e-14
243,8.044866856016242e-14,0j,-6.883035807980775e-14
244,-5.067994635066242e-14,0j,1.2611439670351388e-14
245,6.766115445699938e-14,0j,-1.907501934184097e-14
246,-4.521470003959749e-14,0j,1.1787446019262404e-15
247,4.624772786954168e-14,0j,-2.6272387043668743e-15
248,-2.0587698212892747e-14,0j,2.768618667658984e-15
249,2.298161660974074e-14,0j,-4.066191827689636e-15
250,-8.194833700514437e-15,0j,-8.607697887796917e-15
251,1.1428358259735205e-14,0j,7.53563877964325e-15
252,-9.012538979003004e-15,0j,-1.2351231148954867e-15
253,2.1719659491076238e-14,0j,-4.746203430272544e-15
254,-1.4142766818769914e-14,0j,9.307008289050067e-15
255,2.4645650104071493e-14,0j,-1.4384110222365187e-14
