node1,node2,energy,entanglement,error
0,16,0.0,1.0,0.0
1,16,0.0,1.0,0.0
2,17,0.0,0.9999999999999999,0.0
3,17,0.0,1.0,0.0
4,19,0.0,0.9999999999999999,0.0
5,19,0.0,1.0,0.0
6,21,0.0,1.0,0.0
7,21,0.0,1.0,0.0
8,23,0.0,1.0,0.0
9,23,0.0,1.0,0.0
10,25,0.0,0.9999999999999999,0.0
11,25,0.0,1.0,0.0
12,27,0.0,1.0,0.0
13,27,0.0,0.9999999999999999,0.0
14,29,0.0,0.9999999999999999,0.0
15,29,0.0,1.0,0.0
16,18,-6.911737145487518,0.6066203661480298,1.1102230246251565e-16
17,18,-6.911737145487515,0.9701260432380779,0.0
18,20,-6.911737145487506,0.7656290651846515,0.0
19,20,-6.911737145487511,1.0588382311245534,1.2212453270876722e-15
20,22,-6.911737145505661,0.834341858628093,4.3612891076350024e-12
21,22,-6.91173714548749,1.0890501621323296,1.4432899320127035e-15
22,24,-6.911737145538573,0.8545184177156592,1.3799517084578383e-11
28,29,-6.911737145487511,0.606620366148054,0.0
27,28,-6.911737145487513,0.9701260432380829,-2.220446049250313e-16
26,28,-6.911737145487521,0.7656290651846693,1.3322676295501878e-15
25,26,-6.911737145487511,1.0588382311245523,0.0
24,26,-6.911737145505645,0.834341858628095,4.357181282443889e-12
23,24,-6.911737145487486,1.089050162132329,-1.3322676295501878e-15
