site,Sx,Sy,Sz
0,0.004440889574404372,8.673617379884035e-19j,0.31666072666653317
1,-0.01977976112825413,0j,0.45162515575575146
2,0.2657923821094214,0j,0.8496258974365838
3,0.05157519633265708,0j,0.45851657520077443
4,-0.021912199127459342,-1.734723475976807e-18j,0.396933527369208
5,0.11570613855409509,6.938893903907228e-18j,-0.08914293488578424
6,0.20411648447653538,0j,-0.16890569438385167
7,-0.10353732368736815,6.938893903907228e-18j,-0.22102257744603127
8,-0.17497092588431568,0j,-0.13201040647216694
9,0.10954085895066781,0j,-0.47372097742613906
10,-0.05874910847566385,0j,-1.1201006404227223
11,0.06225268904686093,-1.0408340855860843e-17j,-0.1664693280418172
