site1,site2,SzSz,SxSx,SySy,SxSy,SySx,SzSx,SxSz,SzSy,SySz
0,1,0.14383263142850483,0.0018001802570521246,0.050731836055665475,3.469446951953614e-18j,1.0408340855860843e-17j,0.0008964735005840453,1.734723475976807e-18,3.7947076036992655e-18j,0.006146367676992855j
0,2,0.21558038240087463,-0.049083394782673234,-0.1310535960529032,-3.469446951953614e-18j,-3.469446951953614e-18j,0.010313124266994423,0.0,0j,-0.07271405832477838j
0,3,0.14383263142850483,0.0018001802570521246,0.050731836055665475,3.469446951953614e-18j,1.0408340855860843e-17j,0.0008964735005840453,1.734723475976807e-18,3.7947076036992655e-18j,0.006146367676992855j
0,4,0.14383263142850483,0.0018001802570521246,0.050731836055665475,3.469446951953614e-18j,1.0408340855860843e-17j,0.0008964735005840453,1.734723475976807e-18,3.7947076036992655e-18j,0.006146367676992855j
0,5,0.14383263142850483,0.0018001802570521246,0.050731836055665475,3.469446951953614e-18j,1.0408340855860843e-17j,0.0008964735005840453,1.734723475976807e-18,3.7947076036992655e-18j,0.006146367676992855j
0,6,0.14383263142850483,0.0018001802570521246,0.050731836055665475,3.469446951953614e-18j,1.0408340855860843e-17j,0.0008964735005840453,1.734723475976807e-18,3.7947076036992655e-18j,0.006146367676992855j
0,7,-0.0391146999683879,0.004733480597498153,0.14252850465571776,-1.249000902703301e-16j,-6.938893903907228e-18j,-0.00043686286102014265,-1.734723475976807e-18,-8.673617379884035e-19j,-0.019535508491093j
0,8,0.08951733858230737,-0.008507361500487223,0.06179484329127756,-3.8163916471489756e-17j,-2.185751579730777e-16j,-0.015334845279335542,1.4224732503009818e-16,-8.500145032286355e-17j,0.0304753706221477j
0,9,0.08951733858230737,-0.008507361500487223,0.06179484329127756,-3.8163916471489756e-17j,-2.185751579730777e-16j,-0.015334845279335542,1.4224732503009818e-16,-8.500145032286355e-17j,0.0304753706221477j
0,10,0.08951733858230737,-0.008507361500487223,0.06179484329127756,-3.8163916471489756e-17j,-2.185751579730777e-16j,-0.015334845279335542,1.4224732503009818e-16,-8.500145032286355e-17j,0.0304753706221477j
0,11,-0.0391146999683879,0.004733480597498153,0.14252850465571776,-1.249000902703301e-16j,-6.938893903907228e-18j,-0.00043686286102014265,-1.734723475976807e-18,-8.673617379884035e-19j,-0.019535508491093j
1,2,-0.07715346658662786,0.003386217509143471,0.038819846315325264,3.8163916471489756e-17j,-1.97758476261356e-16j,0.0034170626149238213,3.469446951953614e-17,-1.3660947373317356e-17j,-0.030065130399447432j
1,3,0.1993268401564232,0.003728736586478683,0.001933573033535297,0j,-1.8431436932253575e-18j,-0.009190264569044003,0.0,5.204170427930421e-18j,-0.021907531987681944j
1,4,0.1814647005836064,0.001149023183102069,-0.016100407766701873,-8.673617379884035e-19j,0j,-0.007482769464757342,0.0,0j,0.010060672714204385j
1,5,-0.08333484437754708,-0.024225641293793468,-0.05711066244271836,-2.6020852139652106e-17j,2.2551405187698492e-17j,0.00205995089801839,6.245004513516506e-17,2.8189256484623115e-18j,-0.07991625684736042j
1,6,-0.08333484437754708,-0.024225641293793468,-0.05711066244271836,-2.6020852139652106e-17j,2.2551405187698492e-17j,0.00205995089801839,6.245004513516506e-17,2.8189256484623115e-18j,-0.07991625684736042j
1,7,-0.07715346658662786,0.003386217509143471,0.038819846315325264,3.8163916471489756e-17j,-1.97758476261356e-16j,0.0034170626149238213,3.469446951953614e-17,-1.3660947373317356e-17j,-0.030065130399447432j
