node1,node2,energy,entanglement,error
0,13,0.0,0.16753570708011262,0.0
1,14,0.0,0.17272044055604166,0.0
2,13,0.0,0.3325131045157398,0.0
3,15,0.0,0.24146181303312314,0.0
4,14,0.0,0.16274720013744176,0.0
5,12,0.0,0.44394197932136753,0.0
6,12,0.0,0.20481410168238895,0.0
7,17,0.0,0.2474705808391731,0.0
8,19,0.0,0.4609209261801001,0.0
9,19,0.0,0.2575927799103535,0.0
10,20,0.0,0.4887256898006942,0.0
11,17,0.0,0.3027105038930123,0.0
13,21,-12.802782820483849,0.38144413682220385,1.7985612998927536e-14
15,16,-12.802782601041246,0.47857328051514736,8.493206138382448e-14
14,15,-12.802782601041217,0.3093826766529871,1.1657341758564144e-14
12,16,-12.802782601041228,0.5707002768712849,2.2071233729548112e-13
16,18,-12.802822551184523,0.710534058088041,3.1333484170614767e-06
18,20,-12.802782820483852,0.6844131367340531,2.731148640577885e-14
19,20,-12.802782820483753,0.5380235306370696,-3.3306690738754696e-15
17,21,-12.802782820483847,0.3909155526139674,1.7763568394002505e-14
18,21,-12.802782820483841,0.6390167942163606,-9.992007221626409e-15
