site1,site2,SxSx,SySy,SzSz,SxSy,SySx,SySz,SzSy,SzSx,SxSz
0,1,-0.2181190411235197,-0.2181190411235186,-0.21811904112352026,0.0,0.0,0.0,0.0,-8.104760270741601e-15,4.700958555223847e-15
0,2,0.05530177377063195,0.05530177377063192,0.0553017737706319,0.0,0.0,0.0,0.0,9.540979117872439e-18,-6.418476861114186e-17
0,3,0.05530177377063195,0.05530177377063192,0.0553017737706319,0.0,0.0,0.0,0.0,9.540979117872439e-18,-6.418476861114186e-17
0,4,0.05890223284782413,0.05890223284782399,0.05890223284782414,0.0,0.0,0.0,0.0,3.362492099396259e-17,4.3574732759561865e-17
0,5,0.05890223284782413,0.05890223284782399,0.05890223284782414,0.0,0.0,0.0,0.0,3.362492099396259e-17,4.3574732759561865e-17
0,6,0.032806732780450716,0.032806732780450744,0.03280673278045088,0.0,0.0,0.0,0.0,3.443194648351348e-16,-2.530014672290101e-16
0,7,0.032806732780450716,0.032806732780450744,0.03280673278045088,0.0,0.0,0.0,0.0,3.443194648351348e-16,-2.530014672290101e-16
0,8,0.02264543395189662,0.022645433951896585,0.022645433951896644,0.0,0.0,0.0,0.0,2.2982530957689817e-15,-2.3093634053609878e-15
0,9,0.02264543395189662,0.022645433951896585,0.022645433951896644,0.0,0.0,0.0,0.0,2.2982530957689817e-15,-2.3093634053609878e-15
0,10,0.017168666917102657,0.017168666917098917,0.01716866691710306,0.0,0.0,0.0,0.0,1.4873803114574127e-14,-1.7406149134675963e-14
0,11,0.017168666917102657,0.017168666917098917,0.01716866691710306,0.0,0.0,0.0,0.0,1.4873803114574127e-14,-1.7406149134675963e-14
0,12,0.013570424324785313,0.013570424324785411,0.01357042432478526,0.0,0.0,0.0,0.0,-3.5713619561672516e-16,3.9985376121265404e-16
0,13,0.013570424324785313,0.013570424324785411,0.01357042432478526,0.0,0.0,0.0,0.0,-3.5713619561672516e-16,3.9985376121265404e-16
0,14,0.010588747918809338,0.010588747918813346,0.010588747918808438,0.0,0.0,0.0,0.0,6.48851632145675e-15,-3.22593514401337e-15
0,15,0.010588747918809338,0.010588747918813346,0.010588747918808438,0.0,0.0,0.0,0.0,6.48851632145675e-15,-3.22593514401337e-15
1,2,0.05530177377063195,0.05530177377063192,0.0553017737706319,0.0,0.0,0.0,0.0,9.540979117872439e-18,-6.418476861114186e-17
1,3,0.05530177377063195,0.05530177377063192,0.0553017737706319,0.0,0.0,0.0,0.0,9.540979117872439e-18,-6.418476861114186e-17
1,4,0.05890223284782413,0.05890223284782399,0.05890223284782414,0.0,0.0,0.0,0.0,3.362492099396259e-17,4.3574732759561865e-17
1,5,0.05890223284782413,0.05890223284782399,0.05890223284782414,0.0,0.0,0.0,0.0,3.362492099396259e-17,4.3574732759561865e-17
1,6,0.032806732780450716,0.032806732780450744,0.03280673278045088,0.0,0.0,0.0,0.0,3.443194648351348e-16,-2.530014672290101e-16
1,7,0.032806732780450716,0.032806732780450744,0.03280673278045088,0.0,0.0,0.0,0.0,3.443194648351348e-16,-2.530014672290101e-16
1,8,0.02264543395189662,0.022645433951896585,0.022645433951896644,0.0,0.0,0.0,0.0,2.2982530957689817e-15,-2.3093634053609878e-15
1,9,0.02264543395189662,0.022645433951896585,0.022645433951896644,0.0,0.0,0.0,0.0,2.2982530957689817e-15,-2.3093634053609878e-15
1,10,0.017168666917102657,0.017168666917098917,0.01716866691710306,0.0,0.0,0.0,0.0,1.4873803114574127e-14,-1.7406149134675963e-14
1,11,0.017168666917102657,0.017168666917098917,0.01716866691710306,0.0,0.0,0.0,0.0,1.4873803114574127e-14,-1.7406149134675963e-14
1,12,0.013570424324785313,0.013570424324785411,0.01357042432478526,0.0,0.0,0.0,0.0,-3.5713619561672516e-16,3.9985376121265404e-16
1,13,0.013570424324785313,0.013570424324785411,0.01357042432478526,0.0,0.0,0.0,0.0,-3.5713619561672516e-16,3.9985376121265404e-16
1,14,0.010588747918809338,0.010588747918813346,0.010588747918808438,0.0,0.0,0.0,0.0,6.48851632145675e-15,-3.22593514401337e-15
1,15,0.010588747918809338,0.010588747918813346,0.010588747918808438,0.0,0.0,0.0,0.0,6.48851632145675e-15,-3.22593514401337e-15
2,3,-0.18957912465837534,-0.18957912465837515,-0.18957912465837495,0.0,0.0,0.0,0.0,1.5536180173287676e-15,-2.17689360582999e-15
2,4,0.05890223284782413,0.05890223284782399,0.05890223284782414,0.0,0.0,0.0,0.0,3.362492099396259e-17,4.3574732759561865e-17
2,5,0.05890223284782413,0.05890223284782399,0.05890223284782414,0.0,0.0,0.0,0.0,3.362492099396259e-17,4.3574732759561865e-17
2,6,0.032806732780450716,0.032806732780450744,0.03280673278045088,0.0,0.0,0.0,0.0,3.443194648351348e-16,-2.530014672290101e-16
2,7,0.032806732780450716,0.032806732780450744,0.03280673278045088,0.0,0.0,0.0,0.0,3.443194648351348e-16,-2.530014672290101e-16
2,8,0.02264543395189662,0.022645433951896585,0.022645433951896644,0.0,0.0,0.0,0.0,2.2982530957689817e-15,-2.3093634053609878e-15
2,9,0.02264543395189662,0.022645433951896585,0.022645433951896644,0.0,0.0,0.0,0.0,2.2982530957689817e-15,-2.3093634053609878e-15
2,10,0.017168666917102657,0.017168666917098917,0.01716866691710306,0.0,0.0,0.0,0.0,1.4873803114574127e-14,-1.7406149134675963e-14
2,11,0.017168666917102657,0.017168666917098917,0.01716866691710306,0.0,0.0,0.0,0.0,1.4873803114574127e-14,-1.7406149134675963e-14
