node1,node2,energy,entanglement,error
0,15,0.0,0.3201502606083193,0.0
1,12,0.0,0.2878652098160051,0.0
2,13,0.0,0.4213925938036854,0.0
3,14,0.0,0.17284332184871035,0.0
4,12,0.0,0.2383777942884036,0.0
5,14,0.0,0.28601669210554487,0.0
6,16,0.0,0.11715068091336253,0.0
7,16,0.0,0.34328052850050345,0.0
8,19,0.0,0.40337531677074995,0.0
9,21,0.0,0.27711439365769963,0.0
10,18,0.0,0.4604861637562328,0.0
11,21,0.0,0.18865141667038177,0.0
12,15,-10.828699135892357,0.47251509467825664,-8.881784197001252e-16
13,17,-10.82869817577057,0.6274328043922692,1.1102230246251565e-15
14,17,-10.828698175770558,0.4121254412775939,-2.220446049250313e-15
15,20,-10.828699135892387,0.7497188000080569,-3.3306690738754696e-15
13,16,-10.828698175770562,0.4553830829463078,-2.220446049250313e-16
19,21,-10.828693419413666,0.4609270225100139,6.661338147750939e-16
18,19,-10.828693419413685,0.6288315496137749,4.440892098500626e-16
18,20,-10.829390022935371,0.8510246103204036,8.33323943941755e-05
17,20,-10.829905537382034,0.7732518300267883,0.00015643674463006185
