site,Sx,Sy,Sz
0,-0.30971253821573985,0.18057527002786433,-0.25822781405687645
1,-0.11617104351119005,-0.382480854391949,-0.205915866668793
2,-0.13983195336272042,-0.8591615723878221,-0.2803538133672965
3,0.1684427837076787,-0.4196534575091023,0.142788534431797
4,0.40927567872200366,-0.19284008162971672,-0.08769005164659827
5,0.4965067035033409,-0.04096797092501701,1.360462424269663
6,0.4199718343616711,-0.2347215730074796,-0.054594336257011794
7,-0.3577290673372031,0.2452406446782432,-0.0441296427187754
8,-0.30529369013613816,-1.2148547998239543,0.6728747611679737
9,0.35310091867587473,0.15905104656395772,0.23340640148227307
10,-0.20838545865151428,-0.28911243784458873,0.8301989396595808
11,-0.17054979934728554,-0.38844671206551623,-0.20492219154455027
