site1,site2,SxSx,SySy,SzSz,SySz,SzSy,SzSx,SxSz,SxSy,SySx
0,1,-0.21811901870242326,-0.21811901870242326,-0.21811901870242312,0.0,0.0,-7.243248188214696e-18,1.3053758378676342e-17,0.0,0.0
0,2,0.06629429503691768,0.06629429503691774,0.06629429503691771,0.0,0.0,2.9717303921469873e-17,-2.676624113323589e-17,0.0,0.0
0,3,-0.07289452388112651,-0.07289452388112656,-0.07289452388112656,0.0,0.0,-2.5139937874507634e-17,2.5499079844143457e-17,0.0,0.0
0,4,0.03682083430920864,0.036820834309208586,0.03682083430920844,0.0,0.0,2.6861108823328372e-17,1.6425662913155392e-17,0.0,0.0
0,5,-0.0424009851389716,-0.042400985138971524,-0.04240098513897132,0.0,0.0,7.752045533271357e-17,-1.9282535637654696e-16,0.0,0.0
0,6,0.024792384120531093,0.024792384120531093,0.024792384120531207,0.0,0.0,5.221113793133763e-16,-5.859530302396084e-16,0.0,0.0
0,7,-0.029344155501902378,-0.029344155501902378,-0.02934415550190235,0.0,0.0,-8.024120343101575e-16,8.384766329082882e-16,0.0,0.0
0,8,0.0182062495598549,0.018206249559854906,0.018206249559855017,0.0,0.0,6.605162922689034e-18,-1.956773163099522e-17,0.0,0.0
0,9,-0.02216167293864009,-0.02216167293864011,-0.02216167293864021,0.0,0.0,1.0229616903990185e-17,2.707964332371998e-18,0.0,0.0
0,10,0.013906819707833886,0.013906819707836587,0.013906819707835888,0.0,0.0,-1.0361294951904444e-14,8.476672478768517e-15,0.0,0.0
0,11,-0.01757407856555253,-0.01757407856555519,-0.017574078565554457,0.0,0.0,1.8587051284224294e-14,-1.7492432300553456e-14,0.0,0.0
0,12,0.010594456935069062,0.010594456935069182,0.010594456935069014,0.0,0.0,7.459903869763349e-16,-7.579335515326205e-16,0.0,0.0
0,13,-0.014221322441280543,-0.014221322441280652,-0.014221322441280552,0.0,0.0,-1.1698422856505977e-15,1.1895942469476208e-15,0.0,0.0
0,14,0.0073145281821123615,0.007314528182112465,0.007314528182112458,0.0,0.0,6.325709812730895e-16,-6.3187980238813e-16,0.0,0.0
0,15,-0.011213810780175588,-0.011213810780175708,-0.011213810780175732,0.0,0.0,-1.0395118671554203e-15,1.0366920944740107e-15,0.0,0.0
1,2,-0.09770081685086154,-0.09770081685086156,-0.09770081685086157,0.0,0.0,-1.952749756600064e-17,8.028178274076259e-18,0.0,0.0
1,3,0.05530177378602847,0.0553017737860285,0.05530177378602844,0.0,0.0,1.0916560624213423e-17,1.0259263057144086e-17,0.0,0.0
1,4,-0.030206822478678487,-0.030206822478678456,-0.030206822478678508,0.0,0.0,-4.6241222656506764e-17,3.474867962816042e-17,0.0,0.0
1,5,0.029498892440088704,0.029498892440088662,0.02949889244008856,0.0,0.0,-4.8626467435974874e-17,1.0001765041178778e-16,0.0,0.0
1,6,-0.01783241703525493,-0.017832417035254934,-0.017832417035255142,0.0,0.0,-3.188790494883721e-16,3.6943206152475453e-16,0.0,0.0
1,7,0.01974754866182722,0.01974754866182722,0.019747548661827187,0.0,0.0,4.842965078009708e-16,-5.143166437689852e-16,0.0,0.0
1,8,-0.01245376244578174,-0.012453762445781743,-0.012453762445781875,0.0,0.0,-7.82806674028743e-18,3.139739377234878e-17,0.0,0.0
1,9,0.014675837827957009,0.014675837827957023,0.014675837827957153,0.0,0.0,-1.7676730576249994e-17,-5.2105231750348285e-18,0.0,0.0
1,10,-0.00928648558586734,-0.009286485585869267,-0.0092864855858687,0.0,0.0,5.791013912029514e-15,-4.54396499675316e-15,0.0,0.0
1,11,0.011537996314072438,0.011537996314074414,0.011537996314073845,0.0,0.0,-1.1131655323806233e-14,1.0397170185352453e-14,0.0,0.0
1,12,-0.00698376317650579,-0.006983763176505873,-0.006983763176505835,0.0,0.0,-4.794214951788812e-16,4.900610760293425e-16,0.0,0.0
1,13,0.009294075782847274,0.00929407578284735,0.009294075782847236,0.0,0.0,7.473574981532033e-16,-7.677599807537176e-16,0.0,0.0
1,14,-0.004787566471951368,-0.004787566471951439,-0.004787566471951398,0.0,0.0,-4.0354978947799817e-16,4.076667931181277e-16,0.0,0.0
1,15,0.00731452818212514,0.007314528182125225,0.007314528182125136,0.0,0.0,6.651067873265481e-16,-6.695634511785266e-16,0.0,0.0
2,3,-0.18957911085504695,-0.18957911085504683,-0.18957911085504697,0.0,0.0,2.1422138210332184e-16,-1.6006841180252922e-16,0.0,0.0
2,4,0.062420082631506835,0.062420082631506724,0.06242008263150687,0.0,0.0,3.279711571768651e-17,9.630425797102493e-17,0.0,0.0
2,5,-0.06694984134910659,-0.06694984134910648,-0.066949841349106,0.0,0.0,1.5910666881224778e-16,-3.4076474281219404e-16,0.0,0.0
2,6,0.03552032186542175,0.03552032186542173,0.035520321865421575,0.0,0.0,5.894304412467502e-16,-6.549503730793858e-16,0.0,0.0
2,7,-0.04095354403075279,-0.04095354403075277,-0.040953544030752985,0.0,0.0,-9.466744820224442e-16,9.756500290928e-16,0.0,0.0
2,8,0.024453007174962575,0.024453007174962557,0.024453007174962717,0.0,0.0,7.047314121155779e-19,-6.294344182694069e-17,0.0,0.0
2,9,-0.029390155094636466,-0.029390155094636466,-0.029390155094636418,0.0,0.0,4.091253838532996e-17,7.722399380117456e-18,0.0,0.0
