node1,node2,energy,entanglement,error
0,256,0.0,0.3915218749392125,0.0
1,256,0.0,0.5804499650629462,0.0
2,257,0.0,0.6236247064074408,0.0
3,258,0.0,0.6429124071822604,0.0
4,259,0.0,0.6539027617545783,0.0
5,260,0.0,0.6610335933028204,0.0
6,261,0.0,0.6660521118090031,0.0
7,262,0.0,0.6697866783746579,0.0
8,263,0.0,0.6726811480571943,0.0
9,264,0.0,0.6749950383213046,0.0
10,265,0.0,0.6768903757614356,0.0
11,266,0.0,0.6784736362372973,0.0
12,267,0.0,0.67981772957233,0.0
13,268,0.0,0.6809742976991053,0.0
14,269,0.0,0.6819809678232344,0.0
15,270,0.0,0.682865822281416,0.0
16,272,0.0,0.6836502572744431,0.0
17,271,0.0,0.6843508702171314,0.0
18,274,0.0,0.6849807405533037,0.0
19,273,0.0,0.6855503201497464,0.0
20,276,0.0,0.6860680655791473,0.0
21,275,0.0,0.6865408956863297,0.0
22,277,0.0,0.6869745283864148,0.0
23,277,0.0,0.6873737322899774,0.0
24,279,0.0,0.687742517511484,0.0
25,279,0.0,0.6880842819277797,0.0
26,281,0.0,0.6884019247945324,0.0
27,281,0.0,0.6886979358059012,0.0
28,283,0.0,0.6889744656855858,0.0
29,283,0.0,0.6892333825373338,0.0
30,285,0.0,0.6894763173212041,0.0
31,285,0.0,0.6897047007107548,0.0
32,287,0.0,0.6899197932562754,0.0
33,288,0.0,0.6901227103912191,0.0
34,288,0.0,0.6903144427535463,0.0
35,290,0.0,0.6904958735322504,0.0
36,291,0.0,0.6906677928475874,0.0
37,291,0.0,0.6908309097582366,0.0
38,293,0.0,0.6909858625992976,0.0
39,294,0.0,0.6911332277698418,0.0
40,294,0.0,0.6912735269910212,0.0
41,296,0.0,0.6914072339313947,0.0
42,296,0.0,0.6915347795384935,0.0
43,297,0.0,0.6916565569209512,0.0
44,299,0.0,0.6917729253955677,0.0
45,299,0.0,0.6918842141502002,0.0
46,300,0.0,0.6919907253453648,0.0
47,302,0.0,0.6920927369098355,0.0
48,302,0.0,0.6921905048631145,0.0
49,303,0.0,0.692284265636602,0.0
50,305,0.0,0.6923742376816249,0.0
51,306,0.0,0.6924606233863652,0.0
52,306,0.0,0.6925436105098519,0.0
53,307,0.0,0.6926233735167459,0.0
54,309,0.0,0.6927000745154911,0.0
55,310,0.0,0.6927738644661563,0.0
56,310,0.0,0.692844884418027,0.0
57,311,0.0,0.6929132660911257,0.0
58,313,0.0,0.6929791323947858,0.0
59,314,0.0,0.6930425983122177,0.0
60,314,0.0,0.6931037719703398,0.0
61,315,0.0,0.6931627546770869,0.0
62,318,0.0,0.6932196413762921,0.0
63,318,0.0,0.6932745213227829,0.0
64,319,0.0,0.6933274787906392,0.0
65,319,0.0,0.6933785929926757,0.0
66,322,0.0,0.6934279382766368,0.0
67,322,0.0,0.6934755849657409,0.0
68,323,0.0,0.6935215997599569,0.0
69,323,0.0,0.6935660454729746,0.0
70,326,0.0,0.6936089811364273,0.0
71,326,0.0,0.6936504628162083,0.0
72,327,0.0,0.6936905439521484,0.0
73,327,0.0,0.6937292750508582,0.0
74,329,0.0,0.6937667032205562,0.0
75,331,0.0,0.6938028738702325,0.0
76,331,0.0,0.6938378298300549,0.0
77,332,0.0,0.6938716123348221,0.0
78,332,0.0,0.6939042600618256,0.0
79,334,0.0,0.6939358093107879,0.0
80,336,0.0,0.693966294911808,0.0
81,336,0.0,0.6939957502108949,0.0
82,337,0.0,0.6940242073422559,0.0
83,337,0.0,0.694051696374347,0.0
84,339,0.0,0.6940782453342065,0.0
