node1,node2,energy,entanglement,error
0,16,0.0,0.27395723523239424,0.0
1,12,0.0,0.24095363642856962,0.0
2,15,0.0,0.3959533992179092,0.0
3,14,0.0,0.2759992086314989,0.0
4,17,0.0,0.14138446358084833,0.0
5,14,0.0,0.39444065315430704,0.0
6,17,0.0,0.11255369034930106,0.0
7,13,0.0,0.20568235227720344,0.0
8,19,0.0,0.27060723145550963,0.0
9,19,0.0,0.19648319956279542,0.0
10,21,0.0,0.2881191499529617,0.0
11,21,0.0,0.24752689469632327,0.0
12,20,-10.060556605650186,0.44705765198322084,-1.9984014443252818e-15
18,20,-10.060808825873321,0.7588898862885827,3.1266016032538424e-05
14,18,-10.060558132858027,0.6006471338893877,-4.6629367034256575e-15
13,15,-10.06055813285809,0.416520766151684,-2.220446049250313e-16
13,17,-10.060558132858098,0.24572730895855827,0.0
16,21,-10.060556605650167,0.46773006349272,0.0
12,19,-10.060556605650083,0.3285139144210793,-6.661338147750939e-16
16,20,-10.060556605650197,0.6241167580591699,6.661338147750939e-16
15,18,-10.060558132857999,0.6609339377061071,3.885780586188048e-15
