node1,node2,energy,entanglement,error
0,16,0.0,0.27395723523239424,0.0
1,12,0.0,0.24095363642856976,0.0
2,15,0.0,0.3959533992179111,0.0
3,14,0.0,0.2759992086314988,0.0
4,17,0.0,0.14138446358084703,0.0
5,14,0.0,0.394440653154309,0.0
6,17,0.0,0.11255369034930092,0.0
7,13,0.0,0.20568235227720233,0.0
8,19,0.0,0.27060723145551036,0.0
9,19,0.0,0.19648319956279653,0.0
10,21,0.0,0.28811914995296284,0.0
11,21,0.0,0.24752689469632433,0.0
12,20,-10.060556605650174,0.4470576519832219,-2.220446049250313e-15
18,20,-10.060808825873353,0.758889886288583,3.1266016030206956e-05
14,18,-10.060558132858054,0.6006471338893891,-5.995204332975845e-15
13,15,-10.060558132858088,0.41652076615168326,-2.220446049250313e-16
13,17,-10.060558132858084,0.2457273089585582,-4.440892098500626e-16
16,21,-10.060556605650168,0.4677300634927214,8.881784197001252e-16
12,19,-10.060556605650067,0.32851391442108063,9.992007221626409e-16
16,20,-10.060556605650186,0.6241167580591729,-4.440892098500626e-16
15,18,-10.060558132857997,0.6609339377061065,2.9976021664879227e-15
