site,Sx,Sy,Sz
0,-0.3092298441657362,0.18010063047661895,-0.25784280518160796
1,-0.11610872523692409,-0.3819917152431909,-0.20549274688492575
2,-0.13883283684040376,-0.8581505715489623,-0.2791122297024822
3,0.16829661607580243,-0.4193192237744614,0.1424091903094407
4,0.40863023724986813,-0.19253698286854426,-0.08724555002124701
5,0.49604846699250627,-0.04043219778549336,1.359298831464376
6,0.41982292001257976,-0.23427313339002678,-0.054771966342720704
7,-0.3566389842150276,0.24455830374789406,-0.044647403620814374
8,-0.30504129850625183,-1.2133396138162298,0.6726634913739243
9,0.35260271100645724,0.1590216081304751,0.2329394867657973
10,-0.20772232525976356,-0.28860056152879054,0.8295814954400809
11,-0.17027299430931023,-0.38792521238746863,-0.20471341807937
