230,231,1.0,1.0
231,232,0.125,0.125
232,233,1.0,1.0
233,234,0.5,0.5
234,235,1.0,1.0
235,236,0.25,0.25
236,237,1.0,1.0
237,238,0.5,0.5
238,239,1.0,1.0
239,240,0.0625,0.0625
240,241,1.0,1.0
241,242,0.5,0.5
242,243,1.0,1.0
243,244,0.25,0.25
244,245,1.0,1.0
245,246,0.5,0.5
246,247,1.0,1.0
247,248,0.125,0.125
248,249,1.0,1.0
249,250,0.5,0.5
250,251,1.0,1.0
251,252,0.25,0.25
252,253,1.0,1.0
253,254,0.5,0.5
254,255,1.0,1.0
