site,Sx,Sy,Sz
0,-0.21709585558624897,0j,-0.4236762984258757
1,-0.05782735476976822,6.938893903907228e-18j,0.3772797594950364
2,1.0756111345292145,0j,0.02896530007327071
3,0.1667841092608028,0j,-0.21510215423537835
4,-0.27310906123077083,0j,0.16458537619019084
5,0.3115622038866407,-2.7755575615628914e-17j,-0.13197241764484546
6,0.3767190204525287,0j,-0.05885147708882909
7,-0.223393028623982,0j,-0.11926075466525465
8,-1.3113076671273514,-1.1102230246251565e-16j,0.3888294565608814
9,0.3887476530575108,0j,0.17519594805319408
10,0.4179630469225937,0j,0.898884235712699
11,0.08245326221002852,0j,0.28040552559656384
