node1,node2,energy,entanglement,error
0,15,0.0,0.9525100596922547,0.0
1,15,0.0,0.9810927286443988,0.0
2,16,0.0,0.9323281278917172,0.0
3,17,0.0,0.9670953940407853,0.0
4,18,0.0,0.9191032663158054,0.0
5,19,0.0,0.958679328786538,0.0
6,20,0.0,0.9124517822810769,0.0
7,21,0.0,0.9558499282617086,0.0
8,22,0.0,0.9124517822810716,0.0
9,23,0.0,0.9586793287865263,0.0
10,24,0.0,0.9191032663158063,0.0
11,25,0.0,0.9670953940407858,0.0
12,26,0.0,0.932328127891724,0.0
13,27,0.0,0.9810927286443979,0.0
14,27,0.0,0.9525100596922521,0.0
15,16,-6.416920491793615,0.5897031796958223,-4.440892098500626e-16
16,17,-6.416920491793616,0.9479918592037343,1.3322676295501878e-15
17,18,-6.416920491793625,0.748383715261082,-1.5543122344752192e-15
18,19,-6.416920491793613,0.9267115423922543,-1.7763568394002505e-15
19,20,-6.4169204917936336,0.8336666753418922,-1.1102230246251565e-14
20,21,-6.416920491793627,0.8891879089354757,-9.547918011776346e-15
26,27,-6.416920491793627,0.5897031796958221,1.6653345369377348e-15
25,26,-6.4169204917936264,0.9479918592037445,1.1102230246251565e-15
24,25,-6.416920491793628,0.7483837152610875,-3.1086244689504383e-15
23,24,-6.416920491793615,0.9267115423922574,-1.1102230246251565e-15
22,23,-6.416920491793636,0.8336666753418656,-7.549516567451064e-15
21,22,-6.416920491793635,0.8891879089354572,-7.327471962526033e-15
