node1,node2,energy,entanglement,error
0,16,0.0,0.35944676785076296,0.0
1,15,0.0,0.6930758800803964,0.0
2,15,0.0,0.6367002654422285,0.0
3,17,0.0,0.5781939537128413,0.0
4,18,0.0,0.6873669413121151,0.0
5,19,0.0,0.6241135238825755,0.0
6,20,0.0,0.6091190681115228,0.0
7,21,0.0,0.685211891853607,0.0
8,22,0.0,0.6091190681115555,0.0
9,23,0.0,0.6241135238825758,0.0
10,24,0.0,0.6873669413121146,0.0
11,25,0.0,0.5781939537128019,0.0
12,26,0.0,0.6367002654422281,0.0
13,26,0.0,0.6930758800803964,0.0
14,27,0.0,0.35944676785076446,0.0
15,16,-5.014156758710673,0.6042991423949329,0.0
16,17,-5.014156758710673,0.4230763966510215,3.3306690738754696e-16
17,18,-5.014156758710672,0.6174656436624463,-1.1102230246251565e-15
18,19,-5.014156758710672,0.7059996633974955,9.992007221626409e-16
19,20,-5.014156758710673,0.5146830555256017,7.771561172376096e-16
20,21,-5.014156758710675,0.6911461018529109,-8.881784197001252e-16
26,27,-5.014156758710674,0.6042991423949367,1.1102230246251565e-16
25,27,-5.0141567587106755,0.4230763966510194,-2.220446049250313e-16
24,25,-5.014156758710679,0.617465643662376,1.1102230246251565e-16
23,24,-5.014156758710672,0.7059996633974971,5.551115123125783e-16
22,23,-5.014156758710673,0.5146830555255534,1.5543122344752192e-15
21,22,-5.014156758710662,0.6911461018529611,-4.440892098500626e-16
