site,Sx,Sy,Sz
0,0.0,0.0,-0.12758274460681757
1,0.0,0.0,0.08077180645144094
2,0.0,0.0,-0.15193491851675442
3,0.0,0.0,0.10638092560492365
4,0.0,0.0,-0.16585710784174035
5,0.0,0.0,0.11909408640954326
6,0.0,0.0,-0.1724035732315749
7,0.0,0.0,0.12306305146200845
8,0.0,0.0,-0.1724035732315678
9,0.0,0.0,0.11909408640955042
10,0.0,0.0,-0.16585710784175245
11,0.0,0.0,0.10638092560492395
12,0.0,0.0,-0.15193491851672303
13,0.0,0.0,0.0807718064514443
14,0.0,0.0,-0.12758274460682287
