site1,site2,SxSx,SySy,SzSz,SySz,SzSy,SzSx,SxSz,SxSy,SySx
0,1,-0.2133274656564309,-0.2133274656564309,-0.21332746565643085,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.06764495959710026,0.06764495959710026,0.06764495959710073,0.0,0.0,0.0,0.0,0.0,0.0
0,3,-0.06824149852101677,-0.06824149852101677,-0.06824149852101363,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.038341389085201995,0.038341389085201995,0.03834138908520018,0.0,0.0,0.0,0.0,0.0,0.0
0,5,-0.03733381555055651,-0.03733381555055651,-0.037333815550552735,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0.02639409686521703,0.02639409686521703,0.026394096865217053,0.0,0.0,0.0,0.0,0.0,0.0
0,7,-0.0238682003386394,-0.0238682003386394,-0.023868200338541604,0.0,0.0,0.0,0.0,0.0,0.0
0,8,0.019928075989280182,0.019928075989280182,0.019928075989759007,0.0,0.0,0.0,0.0,0.0,0.0
0,9,-0.01629584800898683,-0.01629584800898683,-0.016295848017566457,0.0,0.0,0.0,0.0,0.0,0.0
0,10,0.01584247090136756,0.01584247090136756,0.015842470872359845,0.0,0.0,0.0,0.0,0.0,0.0
0,11,-0.01127259377454096,-0.01127259377454096,-0.011272593751125335,0.0,0.0,0.0,0.0,0.0,0.0
0,12,0.012893641300147687,0.012893641300147687,0.012893641698234998,0.0,0.0,0.0,0.0,0.0,0.0
0,13,-0.0071789597034191115,-0.0071789597034191115,-0.007178960190482948,0.0,0.0,0.0,0.0,0.0,0.0
0,14,0.010265120118333724,0.010265120118333724,0.01026512031067828,0.0,0.0,0.0,0.0,0.0,0.0
1,2,-0.10340318165242704,-0.10340318165242704,-0.1034031816524288,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.05367281239940218,0.05367281239940218,0.05367281239939896,0.0,0.0,0.0,0.0,0.0,0.0
1,4,-0.033283896063019514,-0.033283896063019514,-0.03328389606301854,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.027128867547483317,0.027128867547483317,0.02712886754748667,0.0,0.0,0.0,0.0,0.0,0.0
1,6,-0.02020362853907348,-0.02020362853907348,-0.02020362853907513,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0.016869784708574365,0.016869784708574365,0.016869784708214236,0.0,0.0,0.0,0.0,0.0,0.0
1,8,-0.014534755375813755,-0.014534755375813755,-0.014534755377754265,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0.011389354277473045,0.011389354277473045,0.01138935430008152,0.0,0.0,0.0,0.0,0.0,0.0
1,10,-0.011288306014007325,-0.011288306014007325,-0.011288305908639098,0.0,0.0,0.0,0.0,0.0,0.0
1,11,0.007848170591253291,0.007848170591253291,0.007848170365885995,0.0,0.0,0.0,0.0,0.0,0.0
1,12,-0.009073752131661263,-0.009073752131661263,-0.0090737527458111,0.0,0.0,0.0,0.0,0.0,0.0
1,13,0.004999052333351319,0.004999052333351319,0.004999053061658103,0.0,0.0,0.0,0.0,0.0,0.0
1,14,-0.007178959667421124,-0.007178959667421124,-0.00717895994540715,0.0,0.0,0.0,0.0,0.0,0.0
2,3,-0.17832605120017458,-0.17832605120017458,-0.17832605120017408,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.06395980424573217,0.06395980424573217,0.06395980424572863,0.0,0.0,0.0,0.0,0.0,0.0
2,5,-0.05891583949130297,-0.05891583949130297,-0.05891583949131075,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0.03728004562924801,0.03728004562924801,0.037280045629250795,0.0,0.0,0.0,0.0,0.0,0.0
2,7,-0.03320318903972271,-0.03320318903972271,-0.03320318903927635,0.0,0.0,0.0,0.0,0.0,0.0
2,8,0.02640298528770929,0.02640298528770929,0.026402985289518104,0.0,0.0,0.0,0.0,0.0,0.0
2,9,-0.02149068115288441,-0.02149068115288441,-0.021490681171301197,0.0,0.0,0.0,0.0,0.0,0.0
2,10,0.020354272242785063,0.020354272242785063,0.020354272127840075,0.0,0.0,0.0,0.0,0.0,0.0
2,11,-0.014462278088610205,-0.014462278088610205,-0.01446227770802552,0.0,0.0,0.0,0.0,0.0,0.0
2,12,0.016306723720883327,0.016306723720883327,0.016306723702692733,0.0,0.0,0.0,0.0,0.0,0.0
2,13,-0.009073752069076858,-0.009073752069076858,-0.00907375203170506,0.0,0.0,0.0,0.0,0.0,0.0
