site,Sx,Sy,Sz
0,1.0217294178247391e-12,0.0,-0.15754612897572978
1,-2.1887748210727956e-14,0.0,0.2558325888069625
2,-6.382681635726275e-13,0.0,0.098463309333517
3,1.1108805639304098e-14,0.0,-0.14723490502069203
4,1.2057485343555837e-12,0.0,-0.1856848716510729
5,-2.4617630837880704e-14,0.0,0.28280380570270486
6,-8.169712445123435e-13,0.0,0.1259750465662623
7,1.1474988914102874e-14,0.0,-0.14723489380131063
8,1.2905679460037332e-12,0.0,-0.1981688684129291
9,-1.9950462229351468e-14,0.0,0.25583333996254
10,-8.718995228654989e-13,0.0,0.13392259333230006
11,1.02612078341809e-12,0.0,-0.15754658028624394
12,1.2917607592055692e-12,0.0,-0.19816909264374527
13,-6.407313425061922e-13,0.0,0.09846329226114106
14,-8.206051738568561e-13,0.0,0.1259759663524639
15,1.2082755258009306e-12,0.0,-0.18568524244164158
