node1,node2,energy,entanglement,error
0,15,0.0,0.952510059686102,0.0
1,15,0.0,0.981092728638145,0.0
2,16,0.0,0.9323281278764552,0.0
3,17,0.0,0.9670953940286531,0.0
4,18,0.0,0.9191032662968701,0.0
5,19,0.0,0.9586793287714568,0.0
6,20,0.0,0.9124517822605439,0.0
7,21,0.0,0.9558499282471133,0.0
8,22,0.0,0.9124517822597582,0.0
9,23,0.0,0.9586793287714555,0.0
10,24,0.0,0.9191032662968681,0.0
11,25,0.0,0.9670953940286529,0.0
12,26,0.0,0.9323281278764548,0.0
13,27,0.0,0.9810927286381448,0.0
14,27,0.0,0.9525100596861014,0.0
15,16,-6.416920491784195,0.5897031795445706,-6.661338147750939e-16
16,17,-6.416920491784196,0.9479918589825481,-4.440892098500626e-16
17,18,-6.416920491784189,0.7483837148644265,-6.661338147750939e-16
18,19,-6.41692049178419,0.9267115418695242,-4.440892098500626e-15
19,20,-6.41692049178452,0.8336666747002914,5.46229728115577e-14
20,21,-6.416920491788593,0.8891879084866873,9.160450176182167e-13
26,27,-6.416920491784209,0.5897031795445711,-4.440892098500626e-16
25,26,-6.416920491784209,0.9479918589825481,-6.661338147750939e-16
24,25,-6.4169204917842055,0.748383714864423,-1.7763568394002505e-15
23,24,-6.416920491784203,0.9267115418695194,-3.552713678800501e-15
22,23,-6.41692049178453,0.8336666747002863,5.4067861299245124e-14
21,22,-6.416920491788607,0.8891879084302824,9.14379683081279e-13
