site1,site2,SzSz,SxSx,SySy,SxSy,SySx,SzSx,SxSz,SzSy,SySz
0,1,-0.21332746566800093,-0.21332746566525193,-0.2133274656650118,-5.7462715141731735e-18j,-5.7462715141731735e-18j,8.47284048477448e-13,0.0,0j,-8.472970589035178e-13j
0,2,0.06764495960010634,0.06764495959865799,0.06764495959853148,3.1035287187397564e-18j,3.1035287187397564e-18j,-4.4643271284589003e-13,2.168404344971009e-18,-1.6263032587282567e-18j,4.4636972069966863e-13j
0,3,-0.06824149852985696,-0.06824149852580097,-0.0682414985254467,1.5233040523421337e-17j,-1.2522535092207576e-17j,1.2500716607688478e-12,1.734723475976807e-18,-4.336808689942018e-19j,-1.2500087770428436e-12j
0,4,0.03834138908744866,0.038341389086985735,0.03834138908694535,2.485533480423019e-17j,-2.371692252312041e-17j,-1.4266040605781516e-13,2.710505431213761e-18,-2.168404344971009e-18j,1.4256987517641262e-13j
0,5,-0.037333815555158245,-0.037333815551794006,-0.03733381555150011,-1.1763593571467723e-17j,9.053088140253962e-18j,1.0369261872755775e-12,-1.3010426069826053e-18,1.0842021724855044e-17j,-1.0367110815645564e-12j
0,6,0.026394096866014148,0.02639409686102965,0.026394096860594247,-5.908901840045999e-18j,4.4994390158148434e-18j,-1.5362311032648956e-12,-1.4094628242311558e-18,3.7947076036992655e-18j,1.5360847359716101e-12j
0,7,-0.02386820028773368,-0.023868200143746517,-0.02386820013116794,-1.0462550964485118e-17j,1.0354130747236567e-17j,4.4377787902782906e-11,5.637851296924623e-18,3.469446951953614e-18j,-4.437766430373524e-11j
0,8,0.019928076597004515,0.019928074066724186,0.019928073845679656,2.5614276324970042e-18j,-4.377466271410224e-18j,-7.798496524111589e-10,2.927345865710862e-18,6.396792817664476e-18j,7.798496636868615e-10j
0,9,-0.016295852821319526,-0.016295840082726543,-0.01629583896988631,-6.288372600415926e-18j,4.119968255444917e-18j,3.926121959658968e-09,3.0357660829594124e-18,1.0408340855860843e-17j,-3.926121945347499e-09j
0,10,0.015842480848563645,0.015842466793108047,0.015842465565227292,2.846030702774449e-18j,-4.092863201132779e-18j,-4.331987736518224e-09,4.391018798566293e-18,9.540979117872439e-18j,4.331987636392153e-09j
0,11,-0.011272596633855329,-0.0112726249403681,-0.011272627413218642,-2.1141942363467336e-18j,1.3552527156068805e-18j,-8.724262819115314e-09,-8.673617379884035e-19,2.6020852139652106e-18j,8.724263049833536e-09j
0,12,0.012893649008590446,0.012893661445971653,0.012893662532498408,-8.944667923005412e-19j,8.402566836762659e-19j,3.833286811724072e-09,-5.421010862427522e-20,-8.131516293641283e-19j,-3.833286866259441e-09j
0,13,-0.007178992644615628,-0.0071789111891839745,-0.007178904073256912,9.486769009248164e-19j,-7.860465750519907e-19j,2.5105125561590298e-08,4.336808689942018e-19,-1.6263032587282567e-19j,-2.510512550819334e-08j
0,14,0.010265141953978938,0.010265073481124511,0.010265067499352337,2.2090619264392153e-18j,-1.260385025514399e-18j,-2.1103805685623866e-08,-1.6263032587282567e-19,8.673617379884035e-19j,2.1103805643719453e-08j
1,2,-0.10340318164948298,-0.10340318164849084,-0.10340318164840417,-4.472333961502706e-18j,9.405453846311751e-18j,3.058132089575616e-13,-1.0842021724855044e-18,-1.1926223897340549e-18j,-3.057562883435061e-13j
1,3,0.053672812401074965,0.05367281239928299,0.05367281239912645,1.4094628242311558e-18j,1.4094628242311558e-18j,-5.523012602814958e-13,-1.3010426069826053e-18,1.734723475976807e-18j,5.522600605989414e-13j
1,4,-0.03328389606469557,-0.03328389606264955,-0.03328389606247084,-5.136407792150077e-18j,1.802486111757151e-18j,6.305428184791295e-13,1.734723475976807e-18,2.927345865710862e-18j,-6.305518173571611e-13j
