node1,node2,energy,entanglement,error
0,8,0.0,0.6931471805599454,0.0
1,8,0.0,0.6931471805599453,0.0
2,9,0.0,0.6931471805599453,0.0
3,9,0.0,0.6931471805599453,0.0
4,11,0.0,0.6931471805599453,0.0
5,12,0.0,0.6931471805599453,0.0
6,13,0.0,0.6931471805599453,0.0
7,13,0.0,0.6931471805599453,0.0
8,10,-0.8126837232408273,0.5621762786162567,0.0
9,10,-0.8126837232408269,0.7834333632465496,6.661338147750939e-16
10,11,-0.8126837232408282,0.5675527891143343,3.3306690738754696e-16
12,13,-0.8126837232408274,0.6024658889971046,5.551115123125783e-16
11,12,-0.8126837232408277,0.7400538382361098,-4.440892098500626e-16
