node1,node2,energy,entanglement,error
0,16,0.0,0.2739572352323964,0.0
1,12,0.0,0.24095363642856918,0.0
2,15,0.0,0.39595339921790923,0.0
3,14,0.0,0.2759992086314977,0.0
4,17,0.0,0.14138446358084747,0.0
5,14,0.0,0.3944406531543089,0.0
6,17,0.0,0.11255369034930182,0.0
7,13,0.0,0.205682352277205,0.0
8,19,0.0,0.2706072314555114,0.0
9,19,0.0,0.19648319956279636,0.0
10,21,0.0,0.28811914995296345,0.0
11,21,0.0,0.2475268946963261,0.0
12,20,-10.060556605650174,0.4470576519832225,-5.10702591327572e-15
18,20,-10.060808825873336,0.758889886288583,3.12660160314282e-05
14,18,-10.060558132858043,0.6006471338893861,-5.329070518200751e-15
13,15,-10.060558132858093,0.41652076615168326,4.440892098500626e-16
13,17,-10.060558132858104,0.24572730895855804,0.0
16,21,-10.060556605650167,0.46773006349272367,1.1102230246251565e-16
12,19,-10.060556605650076,0.32851391442108124,-8.881784197001252e-16
16,20,-10.060556605650191,0.6241167580591759,-1.3322676295501878e-15
15,18,-10.060558132858004,0.660933937706105,3.1086244689504383e-15
