site,Sx,Sy,Sz
0,-0.3291372979577914,0.13686067180360334,-0.27938189685054116
1,-0.23375533824007888,-0.30477190823627054,-0.2536550376543426
2,-0.05283340238596268,-0.8125023840688168,-0.41826163049421566
3,0.23743117319304916,-0.38416075417829876,-0.027139475658452154
4,0.17441109861912626,-0.4160331268614092,-0.1640329047912898
5,0.5950183061535457,-0.8732778495547694,0.9294973130027124
6,0.46340446823483217,-0.14206556761320266,0.016360303281929445
7,-0.31541328547955283,0.3302842891260356,0.10095611057958823
8,-0.675310860571322,-1.1301455825649325,0.5982566049632577
9,0.34651430998257043,0.17736653403388591,0.2626334181448453
10,-0.4425111861418427,-0.4046442443238395,0.734057025851211
11,-0.2650534204071492,-0.2995483020572363,-0.22486334810943454
