site,Sx,Sy,Sz
0,-0.3295032832953074,0.13751229795359984,-0.2798136602627813
1,-0.23403433885790498,-0.3052146289025023,-0.254241445316984
2,-0.054368054648282205,-0.8136057687544007,-0.41944125655582865
3,0.2379680699521035,-0.38493104841719067,-0.026693191829491397
4,0.1746172242213669,-0.4165287409170419,-0.16433805988457034
5,0.5946486810805955,-0.875876281209768,0.9311188456869481
6,0.46360273998901697,-0.1423758058177428,0.016253109029549184
7,-0.31612157352318204,0.3304975243115792,0.10159111265336417
8,-0.6755745282051422,-1.1315212858102865,0.598438165872472
9,0.34694099405835244,0.17748658266632977,0.2628637142154578
10,-0.44349148418666495,-0.40510535810022413,0.7347204223113808
11,-0.26549698249132725,-0.30006082763400876,-0.22516694614752727
