site,Sx,Sy,Sz
0,-0.21756408871716482,1.3877787807814457e-17j,-0.4241901729801847
1,-0.05823128507712354,0j,0.37796102780996665
2,1.0762842263922696,0j,0.029195009261162322
3,0.1668608169026692,0j,-0.21528529176568548
4,-0.27341162307915834,2.7755575615628914e-17j,0.16478785695791687
5,0.31258472340848986,-2.7755575615628914e-17j,-0.13118759738923572
6,0.3768704185269216,0j,-0.05898401593405689
7,-0.22407425537625061,0j,-0.11943408075564055
8,-1.312605826660553,0j,0.3881446512028556
9,0.3891202154047126,0j,0.1751864093718756
10,0.41901170038815216,0j,0.8991674202138609
11,0.0831064856787703,6.938893903907228e-18j,0.28062866752706106
