site,Sx,Sy,Sz
0,-1.2354045473987297e-16,0j,-1.7440385279815463e-14
1,1.200502938244156e-16,0j,1.6827944623114212e-14
2,3.675228524291363e-15,0j,1.6753152616805038e-13
3,-4.312400588533938e-15,0j,-1.6971725741899042e-13
4,3.054197519891666e-15,0j,-4.951112219861442e-14
5,-3.0463912642497704e-15,0j,4.758628387169228e-14
6,-4.946764368661651e-16,0j,4.59865551566757e-14
7,4.935594183375192e-16,0j,-4.9031278311382916e-14
8,-6.255846535241361e-16,0j,-1.0340740850406371e-14
9,4.63279588303056e-16,0j,9.201244367124106e-15
10,1.214306433183765e-17,0j,8.225896092756146e-15
11,-1.8214596497756474e-17,0j,-8.489845111647742e-15
12,1.984089975648473e-16,0j,4.010355415806632e-15
13,-8.565197162635485e-17,0j,-3.6840105618884955e-15
14,-1.2857905929211655e-14,0j,-5.167495995603272e-13
15,1.3671220188901656e-14,0j,5.553273094142426e-13
16,2.0769535180251153e-13,0j,-3.002888624472613e-12
17,-1.8558397006651628e-13,0j,2.747230221767207e-12
18,5.204170427930421e-17,0j,-4.5319650809894085e-15
19,-1.5287250632045613e-17,0j,4.766586431115272e-15
20,-1.7111691837795595e-15,0j,6.773973709164795e-14
21,1.506607338885857e-15,0j,-6.490871581269885e-14
22,-9.096456227153382e-17,0j,-5.458177312900325e-14
23,-1.7805310177643197e-16,0j,5.5121705810901034e-14
24,1.0009233025742859e-12,0j,1.237491326858825e-11
25,-9.08015416328789e-13,0j,-1.2081028668772809e-11
26,-9.75781955236954e-17,0j,-7.0980547828281004e-15
27,1.48318857196017e-16,0j,7.242687352637667e-15
28,-3.2239402120159966e-14,0j,-5.722664434882653e-13
29,3.062741033010852e-14,0j,5.616783283596792e-13
30,7.809223645342811e-15,0j,6.656096030246972e-14
31,-8.2619424268595e-15,0j,-6.847591883709508e-14
32,-1.8470468210463054e-13,0j,-2.1978415418730853e-12
33,1.7362047671949654e-13,0j,2.088858603368224e-12
34,-3.237427687041716e-16,0j,3.452641818280089e-15
35,3.0661237437890065e-16,0j,-3.1691229501751295e-15
36,-1.7398409102309387e-14,0j,-1.4923270410215073e-14
37,1.6288646863607537e-14,0j,1.0880470244396812e-14
38,-3.447960770318185e-12,0j,-6.649492442805565e-12
39,3.696835071002663e-12,0j,6.947308434237338e-12
40,-8.17965487009964e-15,0j,8.322216613759759e-14
41,7.703473275944006e-15,0j,-8.507127294277161e-14
42,8.11104366438655e-17,0j,-1.989120673728806e-14
43,-1.18414234336432e-16,0j,1.9841333437353725e-14
44,5.894807211803688e-16,0j,-3.928628933671033e-14
