site,Sx,Sy,Sz
45,-4.745552908969053e-16,0j,3.6294135286139145e-14
46,5.009664558186522e-15,0j,-2.952703999272582e-14
47,-5.038395915757388e-15,0j,2.891457418548876e-14
48,-6.62743623001949e-13,0j,-3.2753924491266476e-13
49,6.23259934330947e-13,0j,4.3292015886866805e-13
50,2.1853178988617827e-15,0j,6.067195357228883e-16
51,-2.231288070975168e-15,0j,-1.7564075194265172e-16
52,6.988767203841562e-16,0j,8.128209477015202e-15
53,-8.222589276130066e-16,0j,-7.942377224651187e-15
54,-1.396375809442239e-13,0j,4.1160193709041584e-13
55,1.4882360751741763e-13,0j,-4.3459568660009305e-13
56,1.690903493611895e-12,0j,2.937329849836412e-12
57,-1.5927672592300213e-12,0j,-2.8252320188187907e-12
58,-7.697835424647081e-17,0j,-5.080842430810195e-15
59,-1.235990476633475e-17,0j,5.4352681209957066e-15
60,-2.977219165645195e-16,0j,4.218847493575595e-15
61,4.204536024898786e-16,0j,-4.289754315656147e-15
62,1.884397585888431e-14,0j,7.31350743854442e-14
63,-2.3876733923344773e-14,0j,-7.977819793669738e-14
64,-4.5425485882587616e-14,0j,-1.9646082178616242e-14
65,4.274602590295662e-14,0j,1.8046640028711314e-14
66,9.766493169749424e-16,0j,8.044780119842443e-16
67,-1.0473392986209973e-15,0j,-9.016225266389455e-16
68,-1.3498588097987652e-15,0j,6.823020135536019e-13
69,-4.8666176340542155e-15,0j,-6.722233108157581e-13
70,5.879709696551827e-15,0j,-5.369050473311154e-15
71,-6.936251161111795e-15,0j,5.008065359982106e-15
72,-2.985864303404062e-17,0j,-5.834632066157065e-15
73,2.956652253654165e-17,0j,5.618236241221082e-15
74,-8.646512325571898e-17,0j,7.99187105382515e-15
75,2.7464196281773434e-17,0j,-7.892558134825478e-15
76,1.547601023027534e-14,0j,8.843869647029434e-14
77,-1.4892546831152265e-14,0j,-8.612950847322609e-14
78,-1.0245710529988017e-15,0j,-5.74149086021887e-15
79,1.0740919872270771e-15,0j,6.516619180580753e-15
80,-1.3656718984844662e-13,0j,5.481765757466006e-13
81,1.2352662295822547e-13,0j,-5.173789456754119e-13
82,3.469446951953614e-18,0j,-2.918672248330978e-15
83,-2.0816681711721685e-16,0j,2.7957237219711217e-15
84,3.2996261972728647e-13,0j,-1.2565758980218056e-12
85,-3.2375621281111044e-13,0j,1.2431762433720572e-12
86,-1.0819067131984453e-14,0j,5.047453831985441e-14
87,1.1463591442209195e-14,0j,-5.2858195759579365e-14
88,8.466532054433873e-14,0j,-5.790215275156734e-12
89,-7.220458497596283e-14,0j,5.652758558412135e-12
90,-4.2934406030425976e-17,0j,1.5708354755838982e-14
91,1.0560129160008813e-16,0j,-1.5948180276392776e-14
92,4.218218656315553e-14,0j,-4.600860165938914e-13
93,-5.099328077851073e-14,0j,4.0903245417459044e-13
94,-6.526897078362737e-17,0j,-2.1610317701981074e-15
95,4.163336342344337e-17,0j,2.202665133621551e-15
96,-2.5852800802916853e-16,0j,5.520944444819295e-15
97,2.562782885212611e-16,0j,-5.311099867191804e-15
98,3.469446951953614e-18,0j,-3.569844073125772e-15
99,-2.5153490401663703e-17,0j,3.696045206003085e-15
100,1.9935821656685837e-14,0j,-1.531357506079356e-13
101,-2.0859290857100365e-14,0j,1.5730509071981008e-13
102,8.717080334473548e-15,0j,-5.963586117714147e-14
103,-9.413409179752363e-15,0j,6.462604058940936e-14
104,-1.1601739534350397e-12,0j,2.060418150115137e-11
105,1.1231701332881094e-12,0j,-1.971028640865638e-11
106,2.5283594662361963e-16,0j,-2.4704630702254704e-15
107,-2.5066754227864863e-16,0j,2.667354184748838e-15
108,6.170384298995191e-15,0j,-1.2152469836505938e-12
109,-3.2392166206263173e-15,0j,1.1557692855475614e-12
110,-1.0991675505975934e-15,0j,2.4444855332331585e-14
111,1.1964543667874333e-15,0j,-2.625969732544857e-14
112,-2.858850317259631e-16,0j,5.308923320382e-16
113,2.858360721292335e-16,0j,-8.505788977925498e-16
114,2.630274470449834e-16,0j,-1.2814835997909668e-14
115,-2.3158558404290375e-16,0j,1.315581758115636e-14
116,-7.010451247291272e-16,0j,-6.686491638152603e-15
117,6.615801656506548e-16,0j,6.777130939772391e-15
118,-1.5222198501696482e-16,0j,1.9181704835613544e-15
119,3.189722791452354e-16,0j,-1.6323747908941755e-15
120,1.2281084962460949e-14,0j,7.089695284307983e-13
121,-1.1931090948655472e-14,0j,-6.721224153348105e-13
122,2.513722736907642e-16,0j,-3.936040133146329e-15
123,-2.411265631607762e-16,0j,3.9667586300114535e-15
124,7.327038281657039e-16,0j,6.168690233100682e-15
125,-7.118329363453579e-16,0j,-6.038338638781823e-15
126,-5.63955213908271e-15,0j,-2.1740742172897133e-13
127,5.845882588770279e-15,0j,2.3224754886739157e-13
128,1.1822286830415404e-16,0j,9.624098984919646e-15
129,-1.183479146011374e-16,0j,-9.148439998059162e-15
130,-1.665551377372232e-14,0j,6.765559436332702e-13
131,1.7748904559619638e-14,0j,-6.993528680969939e-13
132,-3.628553620765862e-16,0j,-3.4379490153704263e-14
133,3.906922528551515e-16,0j,3.307244038905973e-14
134,-4.836354840914714e-16,0j,4.825659080604026e-14
135,5.197665214895508e-16,0j,-5.1046789755612916e-14
136,4.2218832596585543e-16,0j,-1.0232293528103509e-14
137,-3.60063541482436e-16,0j,9.917739372811152e-15
138,4.926287363471017e-16,0j,-9.384425985714393e-15
139,-4.906286572787625e-16,0j,8.858920796056574e-15
140,2.8189256484623115e-17,0j,-3.2099431619692087e-15
141,1.9949319973733282e-17,0j,3.080381002357191e-15
142,-4.197454558409197e-13,0j,2.472963013430392e-12
143,4.4149837323363694e-13,0j,-2.6634247616370756e-12
144,1.0340578220080499e-16,0j,2.4435280948351855e-14
145,-1.1435622414290858e-16,0j,-2.1729322892924768e-14
146,2.872569939077821e-15,0j,2.0243979879428367e-14
147,-2.901755306308415e-15,0j,-1.575350930139861e-14
148,-8.348356728138384e-17,0j,2.0171554314038498e-14
149,5.762534546760456e-17,0j,-1.989713257978705e-14
150,5.44025545098914e-15,0j,-8.213808466201311e-13
151,-5.462508700579405e-15,0j,8.450161260726854e-13
152,3.5460543057691876e-15,0j,6.6508499740398e-15
153,-2.3103492792389373e-15,0j,-1.8946109609356576e-14
154,-7.577001092523572e-15,0j,1.2632966504486087e-13
155,8.624177760818696e-15,0j,-1.3622107185740778e-13
156,-1.7249656564244376e-15,0j,2.7952100811919067e-14
157,1.460311906120726e-15,0j,-2.6781406411123532e-14
158,1.5493389652287103e-13,0j,-2.0663555061635735e-12
159,-1.6457307386438455e-13,0j,2.1811247537359586e-12
160,3.3941165850093213e-14,0j,2.012832446291607e-12
161,-4.0113095137184196e-14,0j,-1.9432646274466017e-12
162,-1.3660947373317356e-17,0j,3.574397722250211e-15
163,-6.852157730108388e-17,0j,-3.391818076403652e-15
164,-9.84455572616838e-17,0j,-2.4692907766264705e-15
165,9.400032835449323e-17,0j,2.4809595025078457e-15
166,-3.948620944105308e-14,0j,1.1819007144503457e-13
167,2.7163167548582834e-14,0j,-1.4229801148166188e-13
168,4.2835743632729795e-15,0j,3.1569004341528394e-14
169,-3.952784280447652e-15,0j,-2.9165412828422756e-14
170,-6.062451972724259e-15,0j,-2.873111362537706e-14
171,6.3854357999076905e-15,0j,3.080311884468695e-14
172,7.209944447028604e-18,0j,-5.309554879096012e-15
173,1.0619760279495516e-16,0j,5.35682609381638e-15
174,1.907470087766668e-16,0j,6.513886652292911e-16
175,-1.8949929272027837e-16,0j,-5.850354922731782e-16
176,-1.716183618827305e-15,0j,-1.006150458088273e-14
177,1.6784533832248094e-15,0j,9.78388106209066e-15
178,4.044325638274948e-13,0j,-1.0457281741926838e-12
179,-4.1178952608911246e-13,0j,1.0786445521493437e-12
180,-5.4643789493269423e-17,0j,8.870291653972906e-15
181,1.0430024899310553e-16,0j,-8.633569662137852e-15
182,-5.067299661473679e-13,0j,1.4274434499000899e-12
183,5.390340951372252e-13,0j,-1.461955122933345e-12
184,-5.376423048084056e-16,0j,4.407255414313533e-14
185,5.857402236852938e-16,0j,-4.103106783492487e-14
186,2.4951042751006347e-14,0j,-5.566431664157144e-13
187,-2.597726721231819e-14,0j,5.979975824078692e-13
188,1.4924889937210223e-16,0j,-6.463822836119894e-14
189,-1.4554397726081192e-16,0j,6.217224040260747e-14
190,-1.5292332829729138e-17,0j,4.0585380723889595e-13
191,2.734679751528399e-16,0j,-4.252770503486222e-13
192,1.339286144551137e-15,0j,2.686943430917432e-13
193,-1.3104158735769214e-15,0j,-2.5278440692863664e-13
194,-1.8901239966653844e-16,0j,-6.591949208711867e-16
195,1.5641905755209007e-16,0j,5.681219383824043e-16
196,1.580495716940744e-16,0j,-1.4766973349688867e-14
197,-1.8081781731627e-16,0j,1.4302153855487703e-14
198,5.8382764446621724e-15,0j,9.57366299807329e-13
199,-6.1691476308921994e-15,0j,-1.0206356975247027e-12
200,3.370377978442751e-16,0j,1.745524840120194e-14
201,-2.686043119697057e-16,0j,-1.696898372684219e-14
202,-6.0836752302506625e-15,0j,-5.133514056551713e-13
203,6.6190542630240046e-15,0j,5.137532109802945e-13
204,-4.7704895589362195e-18,0j,-2.947024135141474e-15
205,-5.637851296924623e-18,0j,2.9181708048262034e-15
206,3.20535481837525e-13,0j,4.505153357575037e-12
207,-3.4251616300162713e-13,0j,-4.802631084705258e-12
208,-5.356534714482525e-15,0j,1.5249362149512746e-13
209,4.9857579002832164e-15,0j,-1.4194760856270112e-13
210,1.4315263384412358e-15,0j,-4.649075247471857e-14
211,-1.4357547269139292e-15,0j,4.91989263418659e-14
212,-1.3521566336202691e-16,0j,-4.596472030173089e-16
213,1.3244680274377665e-16,0j,3.0954247741195715e-16
214,-3.2283739212751045e-14,0j,9.346101472662495e-13
215,3.0003987304665775e-14,0j,-1.0365371701362547e-12
216,4.4222268804749304e-14,0j,-7.143569590029042e-14
217,-3.972006507339462e-14,0j,6.646592998205136e-14
218,-5.0405480570697714e-14,0j,2.755603904780468e-13
219,6.193288069888947e-14,0j,-2.898804243520181e-13
220,2.949029909160572e-15,0j,-4.979523737791425e-15
221,-2.7694860293969725e-15,0j,4.93051779959508e-15
222,-4.5383469660272013e-14,0j,3.287395854666142e-14
223,4.8288616486501235e-14,0j,-3.580862277703656e-14
224,6.203804830962056e-16,0j,-2.3872722375306576e-14
225,-5.681219383824043e-16,0j,2.358567985014104e-14
226,2.0315346627164388e-14,0j,-3.1731561822567755e-14
227,-2.059940759635559e-14,0j,3.227930076010743e-14
228,-2.878556767949014e-17,0j,1.0753239119455638e-14
229,5.063224145507306e-17,0j,-1.0437643113638158e-14
230,2.448142057999425e-13,0j,-5.983497592255797e-12
231,-2.89519086872983e-13,0j,6.569234739517427e-12
232,-3.437175335476404e-14,0j,-5.2514252102116125e-14
233,3.200554309968663e-14,0j,4.884661638116395e-14
234,1.1993715482577771e-15,0j,8.510214559963314e-15
235,-1.4674947455134424e-15,0j,-9.121298009430456e-15
236,-3.9204901061643564e-17,0j,1.2385925618474403e-15
237,4.1726469991020294e-17,0j,-1.2182095610047128e-15
238,-1.0352278929925962e-12,0j,-6.306136710911014e-13
239,1.084370765923326e-12,0j,7.033130046234237e-13
240,-3.218731128796972e-14,0j,1.895649579666127e-12
241,3.2794358625443196e-14,0j,-1.7742103817517347e-12
242,1.3165904332246958e-15,0j,-6.6747822546897595e-15
243,-1.3908664289073706e-15,0j,6.768891003261501e-15
244,-1.940721888749053e-16,0j,-2.8731357570865868e-15
245,1.46150452851046e-16,0j,2.865329501444691e-15
246,1.3072000621706936e-13,0j,6.119291271616811e-13
247,-1.3618193215898106e-13,0j,-6.692215276946425e-13
248,5.045876910747538e-16,0j,-8.398230028072717e-16
249,-4.4278816724308e-16,0j,8.79071121451247e-16
250,-1.7080737865771134e-13,0j,5.886197887612632e-12
251,2.406085313627626e-13,0j,-6.135522645500657e-12
252,2.8000605306610638e-15,0j,1.3137417315036565e-13
253,-3.943134881112531e-15,0j,-1.234391549479602e-13
254,-1.3958235609012881e-14,0j,-4.1213365185865936e-13
255,2.144226636524582e-14,0j,4.507953255475372e-13
