node1,node2,energy,entanglement,error
0,16,0.0,0.9999999999999999,0.0
1,16,0.0,0.9999999999999999,0.0
2,17,0.0,0.9999999999999999,0.0
3,18,0.0,1.0,0.0
4,19,0.0,1.0,0.0
5,20,0.0,1.0,0.0
6,21,0.0,0.9999999999999999,0.0
7,22,0.0,0.9999999999999999,0.0
8,23,0.0,1.0,0.0
9,24,0.0,0.9999999999999999,0.0
10,25,0.0,1.0,0.0
11,26,0.0,1.0,0.0
12,27,0.0,1.0,0.0
13,28,0.0,0.9999999999999999,0.0
14,29,0.0,1.0,0.0
15,29,0.0,1.0,0.0
16,17,-6.863381948876506,0.5985836007909409,7.205347429817266e-14
17,18,-6.863381948876506,1.0526138843069734,3.774758283725532e-14
18,19,-6.863392453617728,0.7424001440858907,-1.638911228951656e-12
19,20,-6.863398931669606,1.0816317510076727,-2.55351295663786e-14
20,21,-6.863418231559743,0.7862756741788506,6.306066779870889e-14
21,22,-6.863428192634791,1.0855360005475507,9.336975637097567e-14
22,23,-6.911735896728796,0.8544369606207054,6.428191312579656e-14
28,29,-6.911605388534896,0.6053954004355107,-5.329070518200751e-15
27,28,-6.911605388534903,1.0560781651985154,8.837375276016246e-14
26,27,-6.911618627853821,0.7630466787926689,-3.0531133177191805e-13
25,26,-6.911628729233053,1.093240596704777,1.765254609153999e-14
24,25,-6.911660547494636,0.8316592864686636,8.171241461241152e-14
23,24,-6.911687794912504,1.1121192347540203,9.559020242022598e-14
