site1,site2,SxSx,SySy,SzSz,SxSy,SySx,SySz,SzSy,SzSx,SxSz
0,1,-0.1074033873568877,-0.1074033873568877,-0.244972401833771,0.0,0.0,0.0,0.0,8.450194411817281e-17,-2.4616646289878567e-17
0,2,-0.047425391407098054,-0.04742539140709805,-0.21993281931943914,0.0,0.0,0.0,0.0,-5.47841637185902e-18,3.279592918563786e-17
0,3,0.009741605707671384,0.009741605707671356,0.19955344235841888,0.0,0.0,0.0,0.0,-3.2133652432930497e-18,1.4147228149708984e-17
0,4,-0.004313327489327942,-0.004313327489327936,-0.16724903119649012,0.0,0.0,0.0,0.0,2.3750568370302806e-18,-1.0361414555053562e-17
0,5,0.0034721864845619725,0.0034721864845619656,0.15668159599738346,0.0,0.0,0.0,0.0,1.4186671428708238e-18,7.961518282144899e-17
0,6,0.002197103975368583,0.0021971039753685764,0.11574942835620372,0.0,0.0,0.0,0.0,-1.8939505027856223e-18,1.463918615800459e-16
0,7,0.002197103975368583,0.0021971039753685764,0.11574942835620372,0.0,0.0,0.0,0.0,-1.8939505027856223e-18,1.463918615800459e-16
0,8,0.0016374033563646955,0.0016374033563646873,0.08302991378455239,0.0,0.0,0.0,0.0,3.618658441518264e-18,1.5841004465414848e-16
0,9,0.0016374033563646955,0.0016374033563646873,0.08302991378455239,0.0,0.0,0.0,0.0,3.618658441518264e-18,1.5841004465414848e-16
0,10,0.0012237615736624982,0.0012237615736624895,0.05881994529591322,0.0,0.0,0.0,0.0,3.2083371980689284e-18,1.3736431449133592e-16
0,11,0.0012237615736624982,0.0012237615736624895,0.05881994529591322,0.0,0.0,0.0,0.0,3.2083371980689284e-18,1.3736431449133592e-16
1,2,-0.047425391407098054,-0.04742539140709805,-0.21993281931943914,0.0,0.0,0.0,0.0,-5.47841637185902e-18,3.279592918563786e-17
1,3,0.009741605707671384,0.009741605707671356,0.19955344235841888,0.0,0.0,0.0,0.0,-3.2133652432930497e-18,1.4147228149708984e-17
1,4,-0.004313327489327942,-0.004313327489327936,-0.16724903119649012,0.0,0.0,0.0,0.0,2.3750568370302806e-18,-1.0361414555053562e-17
1,5,0.0034721864845619725,0.0034721864845619656,0.15668159599738346,0.0,0.0,0.0,0.0,1.4186671428708238e-18,7.961518282144899e-17
1,6,0.002197103975368583,0.0021971039753685764,0.11574942835620372,0.0,0.0,0.0,0.0,-1.8939505027856223e-18,1.463918615800459e-16
1,7,0.002197103975368583,0.0021971039753685764,0.11574942835620372,0.0,0.0,0.0,0.0,-1.8939505027856223e-18,1.463918615800459e-16
1,8,0.0016374033563646955,0.0016374033563646873,0.08302991378455239,0.0,0.0,0.0,0.0,3.618658441518264e-18,1.5841004465414848e-16
1,9,0.0016374033563646955,0.0016374033563646873,0.08302991378455239,0.0,0.0,0.0,0.0,3.618658441518264e-18,1.5841004465414848e-16
1,10,0.0012237615736624982,0.0012237615736624895,0.05881994529591322,0.0,0.0,0.0,0.0,3.2083371980689284e-18,1.3736431449133592e-16
1,11,0.0012237615736624982,0.0012237615736624895,0.05881994529591322,0.0,0.0,0.0,0.0,3.2083371980689284e-18,1.3736431449133592e-16
2,3,0.009741605707671384,0.009741605707671356,0.19955344235841888,0.0,0.0,0.0,0.0,-3.2133652432930497e-18,1.4147228149708984e-17
