node1,node2,energy,entanglement,error
0,12,0.0,1.0,0.0
1,12,0.0,0.9999999999999999,0.0
2,13,0.0,1.0,0.0
3,14,0.0,0.9999999999999999,0.0
4,15,0.0,0.9999999999999999,0.0
5,16,0.0,0.9999999999999999,0.0
6,17,0.0,1.0,0.0
7,17,0.0,0.9999999999999999,0.0
8,19,0.0,1.0,0.0
9,19,0.0,1.0,0.0
10,21,0.0,0.9999999999999999,0.0
11,21,0.0,1.0,0.0
12,13,-3.91048451846565,0.9420929935519168,8.43769498715119e-15
13,14,-3.910484518465651,1.0854902189532212,1.0769163338864018e-14
14,15,-3.9104845184656534,0.9709253335795254,3.3306690738754696e-14
15,16,-3.910484518955274,1.1192589199326537,1.4610734844211493e-10
16,18,-3.9104845190271194,0.9102983396437493,2.0099355513281125e-10
20,21,-3.9104845184668426,0.6040131027865929,-1.5543122344752192e-15
19,20,-3.9104845184668453,0.9901050328015025,1.532107773982716e-14
18,20,-3.91048451846685,0.7923683277406568,5.3290705182007514e-14
17,18,-3.910484518466845,1.1146911212582564,2.1094237467877974e-15
