site,Sx,Sy,Sz
0,0.004443462885048107,-8.673617379884035e-19j,0.3173565776235412
1,-0.019814563323404113,0j,0.452017464678352
2,0.26584761458608186,2.7755575615628914e-17j,0.850725504642009
3,0.05163762300434026,-3.469446951953614e-18j,0.45932798421679194
4,-0.021885426246593766,0j,0.39738101039804913
5,0.11566135563434699,0j,-0.0910838608265183
6,0.20392763482519322,1.3877787807814457e-17j,-0.1698679058784995
7,-0.10356623556264802,-6.938893903907228e-18j,-0.2214732885326339
8,-0.1748928219436524,-2.7755575615628914e-17j,-0.1332544557522672
9,0.10952283961060669,6.938893903907228e-18j,-0.4744025575571938
10,-0.05844145018073417,3.469446951953614e-18j,-1.1229882881082918
11,0.06227557733173147,6.938893903907228e-18j,-0.16659330230952035
