node1,node2,energy,entanglement,error
0,16,0.0,1.0,0.0
1,16,0.0,1.0,0.0
2,17,0.0,1.0,0.0
3,18,0.0,1.0,0.0
4,19,0.0,0.9999999999999999,0.0
5,20,0.0,0.9999999999999999,0.0
6,21,0.0,1.0,0.0
7,22,0.0,0.9999999999999999,0.0
8,23,0.0,1.0,0.0
9,24,0.0,1.0,0.0
10,25,0.0,1.0,0.0
11,26,0.0,1.0,0.0
12,27,0.0,1.0,0.0
13,28,0.0,0.9999999999999999,0.0
14,29,0.0,1.0,0.0
15,29,0.0,1.0,0.0
16,17,-6.911737134536768,0.6066203768708405,-9.547918011776346e-15
17,18,-6.91173713453677,1.0571282275732494,2.089994843856857e-12
18,19,-6.911737134536764,0.7656290967215601,-2.6201263381153694e-14
19,20,-6.911737134536773,1.0952505705469193,2.7755575615628914e-14
20,21,-6.911737134536781,0.834341922047116,5.4511950509095186e-14
21,22,-6.9117371345367795,1.1134606013723565,1.8984813721090177e-14
22,23,-6.911737145575114,0.8545184207469625,3.5416114485542494e-14
28,29,-6.911737145575105,0.6066203674384063,0.0
27,28,-6.911737145575104,1.0571282228637806,1.782685110640614e-11
26,27,-6.911737145575106,0.7656290684840917,2.0872192862952943e-14
25,26,-6.911737145575106,1.095250555687112,7.66053886991358e-15
24,25,-6.9117371455751,0.8343418629946168,-2.4424906541753444e-14
23,24,-6.911737145575095,1.1134605681120835,-2.9753977059954195e-14
